"id","observed_on","lon","lat","species_guess","place_guess","taxon.id","taxon.name","taxon.rank","taxon.ancestry","taxon.common_name.id","taxon.common_name.name","taxon.common_name.is_valid","taxon.common_name.lexicon","iconic_taxon.id","iconic_taxon.name","iconic_taxon.rank","iconic_taxon.rank_level"
79540391,"2021-05-20","-79.7764819176","44.8718236119","Eastern Foxsnake","Ontario, CA",320680,"Pantherophis vulpinus","species","48460/1/2/355675/26036/26172/85553/26504/797520/59649",454661,"Eastern Foxsnake",TRUE,"English",26036,"Reptilia","class",50
79525711,"2021-05-20","-81.9373140713","42.253523366","Northern Map Turtle","Chatham-Kent, CA-ON, CA",39858,"Graptemys geographica","species","48460/1/2/355675/26036/39532/39760/797544/39844",63373,"Northern Map Turtle",TRUE,"English",26036,"Reptilia","class",50
79484985,"2021-05-19","-80.3562554269","43.3614411477","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484893,"2021-05-19","-80.3451392511","43.359265485","Midland Painted Turtle","Cambridge, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484677,"2021-05-19","-80.3634299409","43.3600392819","Midland Painted Turtle","Roseville Road, North Dumfries",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484592,"2021-05-19","-80.3500657839","43.3618180364","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484465,"2021-05-19","-80.3454393206","43.3594407821","Midland Painted Turtle","Cambridge, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484349,"2021-05-19","-80.3553862929","43.3616756286","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79484255,"2021-05-19","-80.3457774193","43.3595839376","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79483945,"2021-05-19","-80.3562339528","43.3616256016","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79483818,"2021-05-19","-80.355888326","43.3616238269","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79473970,"2021-05-19","-75.8189866667","44.9990083333","Northern Watersnake","Dwyer Hill Rd, Burritts Rapids, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
79473947,"2021-05-19","-75.81907","44.9990833333","Northern Watersnake","Dwyer Hill Rd, Burritts Rapids, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
79473819,"2021-05-19","-75.832625","45.0648721667","Midland Painted Turtle","Roger Stevens Dr, Smiths Falls, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79473776,"2021-05-19","-75.8256383333","45.0688833333","Midland Painted Turtle","Roger Stevens Dr, North Gower, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79473738,"2021-05-19","-75.8231693899","45.03205442","Blanding's Turtle","Ontario, CA",39885,"Emydoidea blandingii","species","48460/1/2/355675/26036/39532/39760/797516/39884",136263,"Blanding's Turtle",TRUE,"English",26036,"Reptilia","class",50
79472182,"2021-05-19","-82.8484283333","41.99663","Midland Painted Turtle","John R. Park Homestead Conservation Area, Harrow, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79459963,"2021-05-19","-118.8513735952","49.0086369841","Great Basin Gopher Snake","British Columbia, CA",29049,"Pituophis catenifer deserticola","subspecies","48460/1/2/355675/26036/26172/85553/26504/797520/29033/29044",84734,"Great Basin Gopher Snake",TRUE,"English",26036,"Reptilia","class",50
79439485,"2021-05-19","-77.6953783333","43.9994683333","Lampropeltis triangulum","Ontario, Canada",515419,"Lampropeltis triangulum","species","48460/1/2/355675/26036/26172/85553/26504/797520/29768",850979,"Eastern Milksnake",TRUE,"English",26036,"Reptilia","class",50
79436854,"2021-05-19","-82.5059366667","42.0430805","Midland Painted Turtle","Mersea Rd 2, Leamington, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79429437,"2021-05-19","-75.8075716667","45.0798333333","Midland Painted Turtle","Roger Stevens Dr, North Gower, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79410851,"2021-05-19","-75.8208083333","45.0717471667","Northern Watersnake","Roger Stevens Dr, North Gower, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
79407126,"2021-05-19","-75.8241116667","45.0698555","Midland Painted Turtle","Roger Stevens Dr, Smiths Falls, ON, CA",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79405153,"2021-05-19","-75.8347866667","45.0636138333","Common Snapping Turtle","Roger Stevens Dr, Smiths Falls, ON, CA",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79404740,"2021-05-18","-81.5221166667","45.1297833333","Northern Watersnake","Johnsons Harbour Rd, Tobermory, ON, CA",29306,"Nerodia sipedon sipedon","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/29299/29305",1863833,"Northern Watersnake",TRUE,"English",26036,"Reptilia","class",50
79383035,"2021-05-18","-79.1044816667","44.804225","Eastern Garter Snake","Kawartha Lakes, ON, Canada",28365,"Thamnophis sirtalis sirtalis","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28339/28362",152264,"Eastern Garter Snake",TRUE,"English",26036,"Reptilia","class",50
79374409,"2016-09-25","-80.3552694444","43.3616833333","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374406,"2016-09-25","-80.3552638889","43.3616722222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374405,"2016-09-18","-80.3528138889","43.3620722222","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374404,"2016-09-25","-80.3551027778","43.3617472222","Common Snapping Turtle","Waterloo Regional Municipality, ON, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374402,"2016-09-25","-80.3517","43.3621416667","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374401,"2016-09-25","-80.3498777778","43.3616361111","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374400,"2016-09-18","-80.3558361111","43.3616027778","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374399,"2016-09-18","-80.3550722222","43.3617388889","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374398,"2016-09-18","-80.3449777778","43.3592944444","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374397,"2016-09-18","-80.3532333333","43.3620111111","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374396,"2016-09-18","-80.3508833333","43.3620194444","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374395,"2016-09-18","-80.352975","43.3621722222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374394,"2016-09-18","-80.3545916667","43.3619166667","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374393,"2016-09-18","-80.3552861111","43.3618","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374392,"2016-09-18","-80.3554166667","43.361775","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374391,"2016-09-18","-80.3555527778","43.3617666667","Frogs and Toads","Waterloo Regional Municipality, ON, Canada",20979,"Anura","order","48460/1/2/355675/20978",85005,"Frogs and Toads",TRUE,"English",20978,"Amphibia","class",50
79374390,"2016-09-18","-80.3569944444","43.3615138889","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374389,"2016-09-11","-80.3559888889","43.3616444444","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374383,"2016-09-11","-80.3506694444","43.3619611111","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374382,"2016-09-11","-80.3507083333","43.3619805556","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374381,"2016-09-11","-80.3510805556","43.3620722222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374379,"2016-09-11","-80.3535777778","43.3620444444","Common Snapping Turtle","Waterloo Regional Municipality, ON, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374378,"2016-09-11","-80.353875","43.3620611111","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374376,"2016-09-11","-80.35405","43.3619833333","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374375,"2016-09-11","-80.3541638889","43.3619916667","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374371,"2016-09-11","-80.35415","43.3619722222","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374370,"2016-09-04","-80.3543333333","43.3619083333","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374369,"2016-09-04","-80.3491527778","43.3615138889","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374368,"2016-09-04","-80.3491527778","43.3615138889","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374367,"2016-09-04","-80.3493944444","43.3615805556","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374366,"2016-09-04","-80.3513416667","43.3621444444","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374364,"2016-09-04","-80.3535305556","43.3620722222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374363,"2016-09-04","-80.3534472222","43.3621","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374361,"2016-09-04","-80.3537138889","43.3620416667","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374359,"2016-09-04","-80.3544","43.3619111111","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374358,"2016-09-04","-80.3571472222","43.3614805556","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374357,"2016-09-04","-80.3553472222","43.361725","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374356,"2016-10-02","-80.3452222222","43.3592916667","Midland Painted Turtle","Cambridge, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374355,"2016-08-28","-80.3565361111","43.3614666667","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374354,"2016-08-28","-80.3552388889","43.3617166667","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374353,"2016-08-28","-80.3536444444","43.3620138889","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79374352,"2016-08-28","-80.3512722222","43.3620527778","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79374351,"2016-08-28","-80.3527","43.3621972222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79373107,"2016-05-29","-79.5275122713","44.7828079405","Eastern Newt","Simcoe County, ON, Canada",27805,"Notophthalmus viridescens","species","48460/1/2/355675/20978/26718/27701/787591/27800",34258,"Eastern Newt",TRUE,"English",20978,"Amphibia","class",50
79373105,"2016-05-29","-79.5227679093","44.8036856759","Mink Frog","Simcoe County, ON, Canada",66007,"Lithobates septentrionalis","species","48460/1/2/355675/20978/20979/25473/60340",30284,"Mink Frog",TRUE,"English",20978,"Amphibia","class",50
79373103,"2016-05-29","-79.5231124007","44.7990715799","Eastern Milksnake","Simcoe County, ON, Canada",515419,"Lampropeltis triangulum","species","48460/1/2/355675/26036/26172/85553/26504/797520/29768",850979,"Eastern Milksnake",TRUE,"English",26036,"Reptilia","class",50
79373097,"2016-05-29","-79.5335472222","44.7763027778","Red-spotted Newt","Simcoe County, ON, Canada",123499,"Notophthalmus viridescens viridescens","subspecies","48460/1/2/355675/20978/26718/27701/787591/27800/27805",220931,"Red-spotted Newt",TRUE,"English",20978,"Amphibia","class",50
79373094,"2016-05-29","-79.5271477724","44.7883865756","Northern Redbelly Snake","Simcoe County, ON, Canada",28559,"Storeria occipitomaculata occipitomaculata","subspecies","48460/1/2/355675/26036/26172/85553/26504/532896/28555/28557",99026,"Northern Redbelly Snake",TRUE,"English",26036,"Reptilia","class",50
79372578,"2016-05-28","-79.435525","44.6523472222","Eastern American Toad","Simcoe County, ON, Canada",64968,"Anaxyrus americanus","species","48460/1/2/355675/20978/20979/21359/64747",25665,"American Toad",TRUE,"English",20978,"Amphibia","class",50
79372577,"2016-05-28","-79.4584888889","44.5830638889","Green Frog","Simcoe County, ON, Canada",65982,"Lithobates clamitans","species","48460/1/2/355675/20978/20979/25473/60340",30369,"Green Frog",TRUE,"English",20978,"Amphibia","class",50
79372576,"2016-05-28","-79.4405138889","44.6831694444","Gray Tree Frog","Simcoe County, ON, Canada",23783,"Hyla versicolor","species","48460/1/2/355675/20978/20979/23540/787592/23747/922247",734833,"Gray Treefrog",TRUE,"English",20978,"Amphibia","class",50
79371778,"2016-09-03","-80.1910944444","43.3996916667","Midland Painted Turtle","Flamborough, Hamilton, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371682,"2016-08-28","-80.219825","43.3955305556","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371680,"2016-08-28","-80.3565361111","43.3614666667","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371675,"2016-08-28","-80.3552388889","43.3617166667","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371671,"2016-08-28","-80.3527","43.3621972222","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371668,"2016-08-28","-80.3536694444","43.3619694444","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371667,"2016-08-28","-80.3536444444","43.3620138889","Midland Painted Turtle","Waterloo Regional Municipality, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371666,"2016-08-28","-80.3512027778","43.3620444444","Common Snapping Turtle","Regional Municipality of Waterloo, Ontario, Canada",39682,"Chelydra serpentina","species","48460/1/2/355675/26036/39532/39680/39681",202145,"Common Snapping Turtle",TRUE,"English",26036,"Reptilia","class",50
79371662,"2016-08-28","-80.3525305556","43.362225","Northern Leopard Frog","Waterloo Regional Municipality, ON, Canada",66003,"Lithobates pipiens","species","48460/1/2/355675/20978/20979/25473/60340",30433,"Northern Leopard Frog",TRUE,"English",20978,"Amphibia","class",50
79371661,"2016-08-28","-80.3553611111","43.3616777778","American Toad","Regional Municipality of Waterloo, Ontario, Canada",64968,"Anaxyrus americanus","species","48460/1/2/355675/20978/20979/21359/64747",25665,"American Toad",TRUE,"English",20978,"Amphibia","class",50
79371240,"2016-08-18","-80.2216027778","43.4648027778","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371238,"2016-08-18","-80.205125","43.3974277778","Midland Painted Turtle","Regional Municipality of Waterloo, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371237,"2016-08-18","-80.2208638889","43.3978361111","Midland Painted Turtle","Wellington County, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371088,"2016-07-20","-80.1213916667","43.5502166667","Midland Painted Turtle","Milton, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79371041,"2016-07-09","-80.231025","43.423325","Mole Salamanders","Wellington County, ON, Canada",26721,"Ambystoma","genus","48460/1/2/355675/20978/26718/26720",76570,"Mole Salamanders",TRUE,"English",20978,"Amphibia","class",50
79371040,"2016-07-09","-80.2311083333","43.4232722222","Lithobates clamitans","Wellington County, ON, Canada",65982,"Lithobates clamitans","species","48460/1/2/355675/20978/20979/25473/60340",30369,"Green Frog",TRUE,"English",20978,"Amphibia","class",50
79371039,"2016-07-09","-80.1530444444","43.4995583333","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79370847,"2016-06-27","-80.2219388889","43.4654472222","Midland Painted Turtle","Wellington County, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79370812,"2016-06-27","-80.2205277778","43.4625277778","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79370811,"2016-06-27","-80.2204888889","43.4623833333","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79370810,"2016-06-27","-80.2204361111","43.4622833333","Midland Painted Turtle","Wellington, Ontario, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
79370809,"2016-06-27","-80.2203833333","43.4622472222","Midland Painted Turtle","Wellington County, ON, Canada",39772,"Chrysemys picta marginata","subspecies","48460/1/2/355675/26036/39532/39760/797544/39770/39771",151468,"Midland Painted Turtle",TRUE,"English",26036,"Reptilia","class",50
